Class.,Jogador,Nação,Pos.,Equipe,Idade,Nascimento,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,Partidas,-9999
1,Adryelson,br BRA,ZG,Sport Recife,19,1998,11,11,990,11.0,1,0,1,1,0,0,2,0,,,,009,000,009,009,009,Partidas,e980e78d
2,Rodrigo Aguirre,uy URU,LTAT,Botafogo (RJ),23,1994,20,6,747,8.3,1,0,1,1,0,0,4,2,,,,012,000,012,012,012,Partidas,b5691f5d
3,Airton,br BRA,LT,Fluminense,27,1990,8,6,479,5.3,0,0,0,0,0,0,5,0,,,,000,000,000,000,000,Partidas,00dee972
4,Juan Alano,br BRA,LT,Internacional,21,1996,9,2,278,3.1,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,88c61631
5,Yuri Alberto,br BRA,LTAT,Santos,16,2001,9,2,265,2.9,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,65159211
6,Alejandro,br BRA,AT,Cruzeiro,15,2002,1,0,2,0.0,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,90d5e4b2
7,Alemão,br BRA,ZG,Paraná,27,1990,6,5,455,5.1,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,bc631250
8,Raphael Alemão,br BRA,LT,Paraná,21,1996,7,3,280,3.1,0,0,0,0,0,0,1,1,,,,000,000,000,000,000,Partidas,7e23071f
9,Alerrandro,br BRA,AT,Atlético Mineiro,18,2000,8,2,202,2.2,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,3415a44d
10,Matheus Alessandro,br BRA,LTAT,Fluminense,21,1996,23,6,900,10.0,0,1,1,0,0,0,4,1,,,,000,010,010,000,010,Partidas,4f64b89f
11,Alesson,br BRA,LTAT,Paraná,18,1999,7,2,239,2.7,0,0,0,0,0,0,3,0,,,,000,000,000,000,000,Partidas,611e984e
12,Alex,br BRA,ZG,Fluminense,18,1999,1,0,14,0.2,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,7367baf7
13,Alison,br BRA,LT,Santos,24,1993,28,28,2.264,25.2,0,1,1,0,0,0,12,0,,,,000,004,004,000,004,Partidas,d39b373b
14,Alisson,br BRA,LT,Grêmio,24,1993,22,12,1.413,15.7,1,3,4,1,0,0,2,0,,,,006,019,025,006,025,Partidas,99139fa4
15,Agustín Allione,ar ARG,LT,Bahia,23,1994,10,1,196,2.2,1,1,2,1,0,0,0,0,,,,046,046,092,046,092,Partidas,cfc832a8
16,Diego Alves,br BRA,G,Flamengo,32,1985,23,23,2.070,23.0,0,0,0,0,0,0,2,0,,,,000,000,000,000,000,Partidas,12421a7c
17,Felipe Alves Raymundo,br BRA,G,Atl Paranaense,29,1988,6,6,540,6.0,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,7fbe8689
18,Ronaldo Alves,br BRA,ZG,Sport Recife,28,1989,29,27,2.426,27.0,0,0,0,0,0,0,9,0,,,,000,000,000,000,000,Partidas,f089b25e
19,Tiago Alves,br BRA,ZG,Ceará,33,1984,28,26,2.320,25.8,1,0,1,1,0,0,4,0,,,,004,000,004,004,004,Partidas,597a34c7
20,Jonatan Álvez,uy URU,AT,Internacional,29,1988,17,10,798,8.9,4,0,4,4,0,0,6,0,,,,045,000,045,045,045,Partidas,671ebe75
21,Amaral,br BRA,LT,Chapecoense,31,1986,24,22,1.941,21.6,0,0,0,0,0,0,3,0,,,,000,000,000,000,000,Partidas,a19bfce8
22,Anderson,br BRA,G,Bahia,34,1983,14,12,1.128,12.5,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,7ffcf9d0
23,Thonny Anderson,br BRA,ATLT,Grêmio,20,1997,16,5,591,6.6,3,1,4,3,0,0,0,0,,,,046,015,061,046,061,Partidas,7a7c9837
24,Rodrigo Andrade,br BRA,LTZG,Vitória,20,1997,22,18,1.313,14.6,0,0,0,0,0,0,6,0,,,,000,000,000,000,000,Partidas,41b628fe
25,Tomás Andrade,ar ARG,LT,Atlético Mineiro,21,1996,17,8,662,7.4,3,2,5,3,0,0,1,0,,,,041,027,068,041,068,Partidas,d43c4b3a
26,Victor Andrade,br BRA,LT,Chapecoense,22,1995,6,6,362,4.0,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,1dc83c51
27,André,br BRA,AT,Grêmio,27,1990,24,19,1.495,16.6,4,0,4,3,1,1,5,0,,,,024,000,024,018,018,Partidas,13b52dec
28,Paulo André,br BRA,ZG,Atl Paranaense,34,1983,11,11,928,10.3,1,0,1,1,0,0,5,0,,,,010,000,010,010,010,Partidas,996c6787
29,Andrey,br BRA,LTAT,Paraná,17,2000,9,7,624,6.9,1,2,3,1,0,0,3,2,,,,014,029,043,014,043,Partidas,0895499c
30,Andrigo,br BRA,LTZG,Sport Recife,22,1995,17,9,887,9.9,0,0,0,0,0,0,2,0,,,,000,000,000,000,000,Partidas,8b400e13
31,Luiz Antônio,br BRA,LT,Chapecoense,26,1991,5,4,291,3.2,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,b462c35b
32,Marco Antônio,br BRA,LTAT,Bahia,20,1997,10,5,433,4.8,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,94cc9e88
33,Antony,br BRA,ATLT,São Paulo,17,2000,3,0,46,0.5,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,99127249
34,Apodi,br BRA,ZG,Chapecoense,31,1986,11,11,948,10.5,0,2,2,0,0,0,0,0,,,,000,019,019,000,019,Partidas,affbe6bc
35,Willian Arão,br BRA,LT,Flamengo,25,1992,23,15,1.461,16.2,2,2,4,2,0,0,6,1,,,,012,012,025,012,025,Partidas,f47a530a
36,Ángelo Araos,cl CHI,LT,Corinthians,21,1997,15,6,575,6.4,0,1,1,0,0,0,3,1,,,,000,016,016,000,016,Partidas,c8e4f105
37,Felipe Araruna,br BRA,ZGLT,São Paulo,21,1996,11,7,644,7.2,0,1,1,0,0,0,2,1,,,,000,014,014,000,014,Partidas,d6b94d77
38,Márcio Araújo,br BRA,LT,Chapecoense,33,1984,30,30,2.412,26.8,0,0,0,0,0,0,3,0,,,,000,000,000,000,000,Partidas,f5affa62
39,Vinícius Araújo,br BRA,LT,Vasco da Gama,24,1993,5,1,200,2.2,0,0,0,0,0,0,3,0,,,,000,000,000,000,000,Partidas,5d6b9376
40,Robert Arboleda,ec ECU,ZG,São Paulo,26,1991,26,26,2.334,25.9,0,2,2,0,0,0,7,0,,,,000,008,008,000,008,Partidas,269dbfc6
41,Arnaldo,br BRA,LTZG,Ceará,25,1992,12,4,404,4.5,0,0,0,0,0,0,2,0,,,,000,000,000,000,000,Partidas,58ac8926
42,Arouca,br BRA,LT,Vitória,31,1986,11,10,812,9.0,0,0,0,0,0,0,4,0,,,,000,000,000,000,000,Partidas,b96444f3
43,Arthur,br BRA,AT,Ceará,19,1998,31,27,2.462,27.4,7,2,9,7,0,1,5,0,,,,026,007,033,026,033,Partidas,a820e429
44,Arthur,br BRA,LTAT,Santos,19,1998,13,4,413,4.6,0,1,1,0,0,0,1,0,,,,000,022,022,000,022,Partidas,184ad240
45,Arthur,br BRA,LT,Chapecoense,25,1992,11,11,877,9.7,4,0,4,4,0,0,3,0,,,,041,000,041,041,041,Partidas,4a870f60
46,Artur,,LT,Palmeiras,19,1998,5,1,115,1.3,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,1313bfb3
47,Felipe Augusto,br BRA,AT,Paraná,25,1992,4,1,187,2.1,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,9a20c960
48,Fernando Augusto,br BRA,G,Bahia,20,1997,2,0,105,1.2,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,b8a82624
49,Giovanni Augusto,br BRA,LT,Vasco da Gama,28,1989,19,9,1.012,11.2,0,2,2,0,0,1,3,0,,,,000,018,018,000,018,Partidas,2f94a698
50,Danilo Avelar,br BRA,ZG,Corinthians,28,1989,19,19,1.710,19.0,1,1,2,1,0,0,2,0,,,,005,005,011,005,011,Partidas,eacb45fd
51,Aylon,br BRA,LTAT,América (MG),25,1992,14,11,955,10.6,0,1,1,0,0,0,2,0,,,,000,009,009,000,009,Partidas,a87daabb
52,Felipe Azevedo,br BRA,LTAT,Ceará,31,1987,32,17,1.620,18.0,1,3,4,1,0,0,1,0,,,,006,017,022,006,022,Partidas,4a22b15a
53,Márcio Azevedo,br BRA,ZG,Atl Paranaense,31,1986,11,6,607,6.7,0,0,0,0,0,0,2,0,,,,000,000,000,000,000,Partidas,53fc526b
54,Marcelo Báez,py PAR,ZG,Paraná,27,1991,3,0,119,1.3,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,c3b5fad3
55,Fabián Balbuena,py PAR,ZG,Corinthians,26,1991,8,8,720,8.0,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,3626f7d9
56,Robson Bambu,br BRA,ZG,Santos,20,1997,9,8,728,8.1,0,0,0,0,0,0,3,0,,,,000,000,000,000,000,Partidas,d4fa7d01
57,Diogo Barbosa,br BRA,ZG,Palmeiras,25,1992,20,17,1.601,17.8,0,2,2,0,0,0,8,0,,,,000,011,011,000,011,Partidas,7b9ef26b
58,Gabriel Barbosa,br BRA,ATLT,Santos,21,1996,35,34,2.964,32.9,18,2,20,16,2,3,9,0,,,,055,006,061,049,055,Partidas,72d0e1b6
59,Hernán Barcos,ar ARG,AT,Cruzeiro,33,1984,14,11,930,10.3,1,1,2,1,0,1,1,0,,,,010,010,019,010,019,Partidas,dcebe285
60,Nery Bareiro,py PAR,ZG,Chapecoense,29,1988,8,8,720,8.0,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,b2626610
61,Barreto,br BRA,LT,Chapecoense,22,1995,9,5,436,4.8,0,0,0,0,0,0,2,1,,,,000,000,000,000,000,Partidas,de08d383
62,Fellipe Bastos,br BRA,LT,Sport Recife,27,1990,29,20,1.908,21.2,1,1,2,1,0,0,3,0,,,,005,005,009,005,009,Partidas,9b99eae0
63,Michel Bastos,br BRA,LTAT,Sport Recife,34,1983,23,15,1.523,16.9,4,3,7,3,1,1,1,0,,,,024,018,041,018,035,Partidas,014a3e8c
64,Alexander Baumjohann,de GER,LT,Vitória,31,1987,3,1,68,0.8,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,0300e2dc
65,Rodrigo Becão,br BRA,ZG,Bahia,22,1996,1,1,45,0.5,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,19e4eab9
66,Ramiro Benetti,br BRA,LT,Grêmio,24,1993,21,21,1.773,19.7,0,1,1,0,0,0,10,0,,,,000,005,005,000,005,Partidas,96d14fe7
67,Marcelo Benitez,ar ARG,ZG,Vitória,27,1991,8,8,640,7.1,0,2,2,0,0,0,3,0,,,,000,028,028,000,028,Partidas,6b6c72ac
68,Orlando Berrío,co COL,ATLT,Flamengo,26,1991,9,0,149,1.7,0,1,1,0,0,0,0,0,,,,000,060,060,000,060,Partidas,ae7bb5f5
69,Rafael Bilu,br BRA,LT,Corinthians,18,1999,1,0,10,0.1,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,26880429
70,Bruno Bispo,br BRA,ZG,Vitória,21,1996,6,4,415,4.6,0,0,0,0,0,0,2,0,,,,000,000,000,000,000,Partidas,c6dfb5cd
71,Guilherme Biteco,br BRA,LT,Paraná,23,1994,5,1,121,1.3,1,0,1,1,0,0,3,0,,,,074,000,074,074,074,Partidas,2a2d3674
72,Gustavo Blanco,br BRA,LT,Atlético Mineiro,23,1994,11,11,899,10.0,0,4,4,0,0,0,4,0,,,,000,040,040,000,040,Partidas,f70e28e3
73,Gustavo Bochecha,br BRA,LT,Botafogo (RJ),21,1996,17,15,1.171,13.0,0,1,1,0,0,0,4,0,,,,000,008,008,000,008,Partidas,90b0828a
74,Breno Borges,br BRA,ZG,Vasco da Gama,28,1989,5,5,449,5.0,0,0,0,0,0,0,2,1,,,,000,000,000,000,000,Partidas,904b0bd9
75,Marllon Borges,br BRA,ZG,Corinthians,25,1992,3,3,270,3.0,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,d0b29bbd
76,Miguel Borja,co COL,AT,Palmeiras,25,1993,16,15,1.103,12.3,3,1,4,3,0,0,5,0,,,,024,008,033,024,033,Partidas,211dc5fd
77,Pedro Bortoluzo,br BRA,AT,São Paulo,21,1996,1,0,19,0.2,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,4931aa8a
78,Pedro Botelho,br BRA,ZG,Vitória,28,1989,5,5,407,4.5,1,0,1,1,0,0,0,0,,,,022,000,022,022,022,Partidas,1f933029
79,Walter Bou,ar ARG,ATLT,Vitória,24,1993,8,7,485,5.4,0,0,0,0,0,0,2,0,,,,000,000,000,000,000,Partidas,b5143c97
80,David Braz,br BRA,ZG,Santos,30,1987,13,13,1.170,13.0,0,0,0,0,0,0,3,0,,,,000,000,000,000,000,Partidas,9313b408
81,Gleison Bremer,br BRA,ZG,Atlético Mineiro,20,1997,11,9,855,9.5,1,0,1,1,0,0,2,0,,,,011,000,011,011,011,Partidas,5fd5ed86
82,Brenner,br BRA,AT,São Paulo,18,2000,6,1,195,2.2,1,0,1,1,0,0,0,0,,,,046,000,046,046,046,Partidas,279508bf
83,Brenner,br BRA,LT,Internacional,19,1999,7,0,113,1.3,0,0,0,0,0,0,2,0,,,,000,000,000,000,000,Partidas,32d333f0
84,Bressan,br BRA,ZG,Grêmio,25,1993,21,20,1.746,19.4,1,0,1,1,0,0,3,0,,,,005,000,005,005,005,Partidas,3db1684c
85,Eduardo Brock,br BRA,ZG,Ceará,26,1991,8,3,361,4.0,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,70774644
86,Júnior Brumado,br BRA,AT,Bahia,18,1999,14,4,443,4.9,1,0,1,1,0,0,3,0,,,,020,000,020,020,020,Partidas,bccc1bb4
87,Bruninho,br BRA,LT,Atlético Mineiro,17,2000,5,0,110,1.2,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,f7a3e78a
88,Bruno,br BRA,LT,Paraná,18,1999,1,0,16,0.2,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,499bd557
89,Fabrício Bruno,br BRA,ZG,Chapecoense,21,1996,7,7,630,7.0,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,470d197b
90,Ricardo Bueno,br BRA,AT,Ceará,30,1987,6,2,190,2.1,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,768cbb2d
91,Vitor Bueno,br BRA,LT,Santos,23,1994,5,2,165,1.8,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,5752f96d
92,Bryan Cabezas,ec ECU,LT,Fluminense,20,1997,5,2,181,2.0,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,061f1eed
93,Ariel Cabral,ar ARG,LT,Cruzeiro,30,1987,21,18,1.538,17.1,0,1,1,0,0,0,9,0,,,,000,006,006,000,006,Partidas,cbd26ff3
94,Patric Cabral Lalau,br BRA,ZG,Atlético Mineiro,28,1989,18,16,1.526,17.0,0,1,1,0,0,0,4,0,,,,000,006,006,000,006,Partidas,16cd17b7
95,Cacá,br BRA,ZG,Cruzeiro,18,1999,2,2,180,2.0,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,27f4a416
96,Rodrigo Caio,br BRA,ZG,São Paulo,24,1993,6,5,414,4.6,0,0,0,0,0,0,2,0,,,,000,000,000,000,000,Partidas,186ed8f1
97,Caíque,br BRA,G,Vitória,20,1997,5,5,450,5.0,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,49892b6e
98,Caique,br BRA,ZG,São Paulo,19,1998,1,0,20,0.2,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,263c6b70
99,Gabriel Calabres,br BRA,LT,Santos,19,1998,1,0,20,0.2,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,5ccf9ac5
100,Marquinhos Calazans,br BRA,LT,Fluminense,21,1996,1,0,22,0.2,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,2c93386e
101,Calyson,br BRA,LT,Ceará,24,1993,22,18,1.474,16.4,3,0,3,3,0,0,3,0,,,,018,000,018,018,018,Partidas,a0b3ebbb
102,Guilherme Camacho,br BRA,LT,Atl Paranaense,27,1990,19,16,1.434,15.9,1,0,1,1,0,0,4,1,,,,006,000,006,006,006,Partidas,61a6775b
103,Fernando Camilo Farias,br BRA,LT,Internacional,31,1986,15,4,507,5.6,1,2,3,1,0,0,0,0,,,,018,036,053,018,053,Partidas,48c1930e
104,Edinho Campos,br BRA,LT,Ceará,35,1983,18,18,1.580,17.6,0,0,0,0,0,0,4,0,,,,000,000,000,000,000,Partidas,d31b1009
105,Lucas Cândido,br BRA,LT,Atlético Mineiro,24,1993,7,0,137,1.5,0,0,0,0,0,0,0,1,,,,000,000,000,000,000,Partidas,04d91910
106,Héctor Canteros,ar ARG,LT,Chapecoense,28,1989,34,26,2.407,26.7,2,3,5,2,0,0,5,0,,,,007,011,019,007,019,Partidas,82d5eeaa
107,Capixaba,br BRA,LT,América (MG),21,1997,3,0,50,0.6,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,ea2634a1
108,Capixaba,br BRA,LT,Chapecoense,21,1997,3,1,108,1.2,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,ea2634a1
109,Juninho Capixaba,br BRA,ZG,Corinthians,20,1997,2,1,135,1.5,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,91ba7336
110,Juninho Capixaba,br BRA,LTZG,Grêmio,20,1997,4,4,360,4.0,3,0,3,2,1,1,1,0,,,,075,000,075,050,050,Partidas,91ba7336
111,Jown Cardona,co COL,LT,Ceará,23,1995,7,2,281,3.1,0,0,0,0,0,0,2,0,,,,000,000,000,000,000,Partidas,41e1b1f3
112,Felippe Cardoso,br BRA,AT,Santos,19,1998,4,3,262,2.9,1,0,1,1,0,0,0,0,,,,034,000,034,034,034,Partidas,7a2bbdf3
113,Rafael Carioca,br BRA,ZGLT,Ceará,25,1992,5,4,394,4.4,0,0,0,0,0,0,3,0,,,,000,000,000,000,000,Partidas,0343e5b1
114,Igor Cariús,br BRA,ZG,Paraná,24,1993,24,24,2.075,23.1,0,0,0,0,0,0,7,0,,,,000,000,000,000,000,Partidas,662475de
115,Thiago Carleto,br BRA,LTZG,Atl Paranaense,28,1989,12,12,1.037,11.5,2,3,5,2,0,0,2,0,,,,017,026,043,017,043,Partidas,1c50ba0b
116,Joel Carli,ar ARG,ZG,Botafogo (RJ),31,1986,29,29,2.587,28.7,1,0,1,1,0,0,12,0,,,,003,000,003,003,003,Partidas,00d6e369
117,Carlinhos,br BRA,ZG,América (MG),31,1986,27,26,2.248,25.0,2,0,2,2,0,0,9,0,,,,008,000,008,008,008,Partidas,f33a3149
118,Carlos,br BRA,LTAT,Paraná,22,1995,19,16,1.407,15.6,1,0,1,1,0,0,6,0,,,,006,000,006,006,006,Partidas,901e930c
119,Carlos,br BRA,ZG,Corinthians,19,1999,7,7,630,7.0,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,8d3cd59d
120,Antonio Carlos,br BRA,ZG,Palmeiras,24,1993,22,21,1.945,21.6,1,1,2,1,0,0,4,0,,,,005,005,009,005,009,Partidas,949fe1e8
121,João Carlos,br BRA,AT,Fluminense,22,1995,6,2,245,2.7,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,0cc9e053
122,Luís Carlos,br BRA,G,Paraná,30,1987,1,0,45,0.5,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,0e58dcce
123,Gonzalo Carneiro,uy URU,AT,São Paulo,22,1995,13,4,392,4.4,1,0,1,1,0,0,2,0,,,,023,000,023,023,023,Partidas,88f6ffd1
124,Leandro Carvalho,br BRA,LT,Ceará,22,1995,20,19,1.530,17.0,5,4,9,5,0,0,6,1,,,,029,024,053,029,053,Partidas,492812cf
125,Leandro Carvalho,br BRA,LT,Botafogo (RJ),22,1995,1,1,63,0.7,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,492812cf
126,Cássio,br BRA,G,Corinthians,30,1987,27,27,2.377,26.4,0,0,0,0,0,0,3,0,,,,000,000,000,000,000,Partidas,d42f6326
127,Leandro Castán,br BRA,ZG,Vasco da Gama,31,1986,15,15,1.290,14.3,0,0,0,0,0,0,5,1,,,,000,000,000,000,000,Partidas,019f4d0d
128,Juan Cazares,ec ECU,LT,Atlético Mineiro,25,1992,31,25,2.321,25.8,8,6,14,8,0,0,2,0,,,,031,023,054,031,054,Partidas,754368cb
129,Anderson Ceará,br BRA,LT,Santos,18,1999,1,0,16,0.2,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,ee8f7dc5
130,Dudu Cearense,br BRA,LT,Botafogo (RJ),34,1983,2,1,82,0.9,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,f7f68380
131,Cedric,br BRA,ZG,Vitória,19,1998,6,5,477,5.3,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,6c76b90a
132,Murilo Cerqueira,br BRA,ZG,Cruzeiro,20,1997,9,9,771,8.6,0,0,0,0,0,0,2,0,,,,000,000,000,000,000,Partidas,10fe831e
133,César,br BRA,G,Flamengo,26,1992,14,14,1.260,14.0,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,7f6296b9
134,Júlio César,br BRA,G,Flamengo,38,1979,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,f619413f
135,Júlio César,br BRA,G,Fluminense,31,1986,35,35,3.105,34.5,0,0,0,0,0,0,2,0,,,,000,000,000,000,000,Partidas,f4213f59
136,Roberto César,br BRA,ATLT,Ceará,32,1985,3,0,68,0.8,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,90e300c5
137,Yimmi Chará,co COL,LTAT,Atlético Mineiro,26,1991,22,22,1.848,20.5,1,7,8,1,0,0,1,0,,,,005,034,039,005,039,Partidas,9df9baab
138,Renato Chaves,br BRA,ZG,Fluminense,27,1990,10,10,837,9.3,0,1,1,0,0,0,2,0,,,,000,011,011,000,011,Partidas,2a51efe8
139,Marcelo Cirino,br BRA,LTAT,Atl Paranaense,26,1992,17,13,1.002,11.1,4,0,4,4,0,0,1,0,,,,036,000,036,036,036,Partidas,6ba81b35
140,Léo Cittadini,br BRA,LT,Santos,23,1994,12,4,435,4.8,0,1,1,0,0,0,2,0,,,,000,021,021,000,021,Partidas,68410185
141,Clayson,br BRA,LT,Corinthians,22,1995,23,12,1.173,13.0,1,1,2,1,0,0,3,0,,,,008,008,015,008,015,Partidas,85c1009d
142,Clayton,br BRA,LT,Bahia,22,1995,9,1,217,2.4,1,0,1,0,1,1,1,0,,,,041,000,041,000,000,Partidas,ba1a92ff
143,Cléber,br BRA,ZG,Paraná,27,1990,12,12,971,10.8,0,0,0,0,0,0,1,1,,,,000,000,000,000,000,Partidas,20c981ba
144,Jonathan Copete,co COL,LTAT,Santos,30,1988,18,3,465,5.2,1,0,1,1,0,0,0,0,,,,019,000,019,019,019,Partidas,ce070a45
145,Uillian Correia,br BRA,LT,Vitória,28,1989,5,5,405,4.5,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,392daca8
146,Bruno Cortez,br BRA,ZG,Grêmio,30,1987,26,26,2.325,25.8,0,0,0,0,0,0,3,0,,,,000,000,000,000,000,Partidas,a3a1198a
147,Bruno Cosendey,br BRA,LT,Vasco da Gama,21,1997,12,7,553,6.1,1,1,2,1,0,0,2,0,,,,016,016,033,016,033,Partidas,e48320b7
